CAS_No,EC_No,Substance_Name,MLC132_Entry,MLC132_Status_by_ROW,MLC132_Details,Policy Specific Requirements,Consider_Specific_Details
6107-93-3,,"Salicylate, lead (II)",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
39412-44-7,,Lead/Tin alloy,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
61789-50-2,,"Naphthenic acid, cobalt lead manganese salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10214-39-8,,"Boric acid (HBO2), lead(2+) salt, monohydrate (8CI, 9CI)",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
78690-68-3,,Pigment Lightfast Lead-Molybdate Orange OS (9CI),Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
84144-92-3,282-214-6,"Leach residues, nickel-vanadium ore - Residues from basic leaching of nickel-bearing vanadium ores.  Composed primarily of silica and insoluble compounds of nickel and vanadium with minor quantities of other metals, such as arsenic, lead, tin and zinc.",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
873-54-1,212-841-2,Lead dibenzoate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
1327-31-7,,Basic lead arsenate (Pb5OH(AsO4)3),Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
13463-30-4,,Lead tetrachloride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
68954-05-2,,"Benzoic acid, 2,4-dihydroxy-, lead salt, basic",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
70879-91-3,,"Fatty acids, C18-unsatd., dimers, polymers with dehydrated castor-oil fatty acids and glycerol, lead salts",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
27923-60-0,,"Niobate(2-), heptachloro-, lead(2+)",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
175448-53-0,,"Slags, lead smelting, zinc-reduced.",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
13427-42-4,,"Carbonic acid, lead salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
53466-66-3,,Basic lead silicate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
61461-40-3,,Lead strontium titanium zirconium oxide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
1227908-26-0,,Lanthanum lead titanium zirconium oxide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
3249-60-3,,P-tert-Butylbenzoic acid lead salt,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
25666-92-6,,Lead sulfite,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
95860-12-1,,"Methanesulfonic acid, lead salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
100-57-2,202-866-7,phenylmercuric hydroxide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
104-68-9,,phenylmercuric oleate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
14024-55-6,,mercury pentanedione,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
16751-55-6,,phenylmercuric thiocyanate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
17140-73-7,,hydroxymercuri-o-nitrophenol,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
21908-53-2,244-654-7,Mercuric oxide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
22894-47-9,,phenylmercuric formamide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
2591-97-9,,methylmercury nitrite,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
2597-95-7,,"methylmercury        2,3         dihydoxypropyl mercaptide",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
26114-17-0,,phenylmercuric-8-quinolinate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
4665-55-8,,2-(Acetoxymercuric)ethanol phenylmercuric lactate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
53404-67-4,,phenylmercuric ammonium acetate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
53404-68-5,,phenylmercuric ammonium propionate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
53404-69-6,,phenylmercuric carbonate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
53404-70-9,,phenylmercuric    monoethanol    ammonium lactate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
55-68-5,200-242-9,phenylmercuric nitrate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
5822-97-9,,phenylmercuric    monoethanol    ammonium acetate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
588-66-9,,mercury phenate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
5903-10-06 00:00:00,,methylmercury propionate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
62-38-4,200-532-5,phenylmercuric acetate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
13864-38-5,,Phenylmercury octanoate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7439-97-6,231-106-7,mercury,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7487-94-7,231-299-8,Mercuric chloride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
8003-05-02 00:00:00,,Phenylmercury(II) nitrate ,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
37251-50-6,,hydrogen sulfide mercury,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
20582-71-2,,Mercuric potassium chloride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
20720-76-7,,Antimony mercury oxide ,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
123-88-6,204-659-7,METHOXYETHYL-MERCURY-CHLORIDE,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
591-89-9,209-735-3,Potassium tetracyanomercurate(II),Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
592-04-1,209-741-6,Mercury(II) cyanide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
592-85-8,209-773-0,Mercury(II) thiocyanate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
593-74-8,209-805-3,Dimethylmercury,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
627-44-1,211-000-7,Diethyl mercury,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
628-86-4,211-057-8,Mercury Fulminate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
1312-03-4,215-191-8,trimercury dioxide sulphate,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
1335-31-5,215-629-8,dimercury dicyanide oxide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7616-83-3,231-525-5,MERCURIC PERCHLORATE,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7774-29-0,231-873-8,Mercury(II) iodide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7783-30-4,231-988-3,MERCUROUS IODIDE,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7783-33-7,231-990-4,mercury (II) potassium iodide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7783-36-0,231-993-0,"Sulfuric acid, dimercury(1+) salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7783-39-3,231-994-6,Mercury fluoride (HgF2),Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7784-03-04 00:00:00,232-045-9,"Mercurate(2-), tetraiodo-, disilver(1+), (T-4)-",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
7789-47-1,232-169-3,Mercury bromide,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10045-94-0,233-152-3,"Nitric acid, mercury(2+) salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10048-99-4,233-160-7,"Mercurate(2-), tetraiodo-, barium (1:1), (T-4)-",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10112-91-1,233-307-5,dimercury dichloride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10124-48-8,233-335-8,Mercury amide chloride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10415-75-5,233-886-4,"Nitric acid, mercury(1+) salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
10451-12-4,233-939-1,"Phosphoric acid, mercury salt",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
11083-41-3,234-306-2,"Mercury, compd. with titanium (1:3)",Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
12068-90-5,235-108-9,Mercury telluride,Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
12344-40-0,235-601-9,Mercury silver iodide (HgAg2I4),Annex I & II of the Regulation (EU) No. 1257/2013 of the European Parliament and of the Council of 20 November 2013 on ship recycling,CONTROL SUBSTANCES,"Where unavoidable, uses are acceptable provided all practical measures are taken to reduce risk to health or the environment, and in accordance with any legislative requirements. Introduction of new uses should be with the recognition that these substances may be subject to legislatively driven obsolescence in the future.",,N
